account length,location code,user id,credit card info save,push status,add to wishlist,desktop sessions,app sessions,desktop transactions,total product detail views,session duration,promotion clicks,avg order value,sale product views,discount rate per visited products,product detail view per app session,app transactions,add to cart per session,customer service calls,churn
132,408,3419274,no,yes,36,202,34,13,93,156,75,1313,92,591,137,5,37,0,0
128,415,3537461,no,no,0,247,42,16,91,183,60,1432,112,644,147,2,397,3,0
92,408,3717366,no,yes,38,242,41,14,96,160,144,210,108,945,89,1,24,1,0
197,415,3957923,yes,no,0,127,22,19,80,222,115,1739,95,783,137,5,37,5,1
191,408,3518398,no,no,0,162,28,21,104,241,120,2104,83,947,109,7,294,1,0
99,415,3292204,no,yes,33,179,30,20,93,238,102,1657,96,746,106,1,286,2,0
106,415,4077507,no,yes,31,197,34,10,125,123,110,1156,101,52,123,4,332,3,0
88,415,4058075,no,no,0,148,25,26,82,309,67,2354,79,1059,64,4,173,2,0
78,415,3909698,no,no,0,193,33,15,85,172,105,1296,119,583,102,1,275,0,0
98,408,4034917,no,no,0,172,29,15,99,175,87,1896,130,853,78,6,211,1,0
17,408,3916709,no,yes,35,199,34,23,123,271,74,2099,130,945,81,10,219,1,0
56,415,3895988,no,yes,24,122,21,16,87,184,76,2666,98,12,127,3,343,1,0
84,415,3721534,no,no,0,130,22,24,105,278,60,3054,74,1374,14,6,378,2,0
95,510,3956369,no,no,0,203,35,14,96,169,61,173,105,779,137,3,37,2,0
16,415,4003197,no,no,0,175,30,24,83,281,122,1717,80,773,105,8,284,5,0
76,510,3774169,yes,no,0,241,41,20,120,232,96,2202,67,991,99,1,267,1,1
93,415,3845343,no,no,0,142,24,19,95,221,100,2271,71,1022,102,3,275,0,0
83,408,3384472,no,no,0,135,23,14,96,167,78,1615,123,727,77,5,208,2,0
123,415,3322126,no,no,0,163,28,21,119,249,51,1682,77,757,9,10,243,1,0
64,408,3492157,no,no,0,146,25,19,116,228,110,2734,91,123,89,8,24,1,0
82,510,3934823,no,no,0,330,56,18,73,208,120,2671,102,1202,106,6,286,0,1
107,510,3852683,no,no,0,195,33,16,97,186,131,1783,106,802,127,1,343,2,0
110,510,3458350,no,no,0,132,22,23,93,273,106,1928,105,868,71,4,192,1,0
96,408,3344506,no,yes,29,150,26,14,91,159,75,2281,55,1026,85,3,23,1,0
47,415,3323544,no,yes,30,197,33,21,93,241,140,226,118,1017,129,4,348,2,0
115,510,3805102,no,no,0,100,17,12,107,145,96,1494,99,672,141,4,381,2,0
69,415,3956149,no,no,0,144,24,12,88,142,86,194,83,873,108,5,292,3,0
163,408,3988122,no,yes,40,232,39,18,56,212,91,2685,74,1208,123,3,332,2,0
90,415,3344438,no,no,0,38,6,13,80,155,105,175,111,788,142,5,383,3,0
98,415,3847459,no,no,0,73,12,16,107,186,103,1753,110,789,105,4,284,3,0
90,408,3683931,no,yes,39,95,16,19,89,219,91,1974,65,888,114,5,308,1,0
174,415,3531352,no,yes,15,222,38,18,143,211,115,2218,109,998,124,9,335,1,0
95,415,3485725,no,no,0,269,46,20,120,234,120,1793,61,807,73,4,197,2,1
79,415,3652008,no,no,0,268,46,16,114,186,111,2646,88,1191,63,7,17,1,1
123,415,3933635,no,yes,27,199,34,21,127,249,105,1732,124,779,125,5,338,1,0
99,415,3808727,no,no,0,116,20,19,75,218,111,2549,98,1147,115,7,311,7,1
114,415,3812376,no,no,0,202,34,17,100,196,102,2918,120,1313,133,5,359,2,0
141,510,3658114,no,no,0,216,37,17,113,201,81,1538,107,692,124,6,335,1,0
132,408,4155008,no,no,0,170,29,18,107,209,121,2061,79,927,115,2,311,1,0
133,510,3928318,no,no,0,202,34,14,85,169,116,2863,80,1288,6,4,162,0,0
133,408,4014007,no,no,0,221,38,14,133,160,140,1618,84,728,84,3,227,4,0
93,510,3387709,no,yes,32,219,37,10,117,115,61,1927,85,867,94,5,254,2,0
34,415,3741981,no,no,0,294,50,23,89,273,71,1782,76,802,11,10,297,2,1
140,415,3335101,no,no,0,120,20,20,108,240,84,2164,74,974,77,3,208,4,1
96,415,3453734,no,yes,26,176,30,18,96,207,84,178,105,801,111,2,3,2,0
144,510,3845004,no,no,0,279,47,20,95,241,90,120,90,54,116,5,313,1,1
24,408,3419396,no,yes,29,236,40,16,105,191,114,129,105,581,72,2,194,3,0
54,415,4086302,no,no,0,274,47,10,113,120,156,2676,117,1204,117,3,316,1,0
50,408,3487193,no,no,0,131,22,14,129,161,94,2069,88,931,56,9,151,5,1
92,415,4174063,no,yes,23,167,28,22,83,259,129,1164,110,524,112,3,302,4,0
96,408,3756911,no,no,0,198,34,21,68,251,53,1812,67,815,105,3,284,3,0
146,415,3583604,no,no,0,170,29,20,93,231,71,2698,115,1214,9,7,243,2,0
138,415,3397485,yes,yes,17,225,38,15,116,173,88,1458,99,656,117,4,316,0,0
102,408,3683078,no,no,0,175,30,18,73,214,114,1647,116,741,103,5,278,4,0
76,510,4187055,no,no,0,130,22,15,84,178,80,2289,87,103,75,3,203,5,1
99,415,3869981,no,no,0,200,34,9,66,108,104,2337,82,1052,114,2,308,3,0
83,510,3662541,no,yes,36,96,16,22,87,262,105,2286,109,1029,133,4,359,0,0
36,510,3353110,no,yes,25,153,26,21,110,243,67,1474,74,663,91,2,246,1,0
70,510,4007809,no,no,0,130,22,18,102,209,133,2314,93,1041,143,3,386,1,0
109,415,4043106,yes,no,0,268,46,13,85,151,131,2979,84,1341,97,8,262,2,1
100,415,3332337,no,no,0,189,32,13,152,148,115,1798,88,809,152,5,41,2,0
104,408,3536482,no,no,0,171,29,14,97,162,111,2107,131,948,61,1,165,1,0
106,415,3978162,no,no,0,191,33,17,124,201,116,2301,76,1035,82,3,221,1,0
84,510,3806722,no,no,0,75,13,15,96,180,113,1938,134,872,123,1,332,1,0
80,510,3292918,no,no,0,150,25,23,123,276,75,2414,75,1086,109,7,294,2,0
100,510,3488022,no,no,0,116,20,9,87,111,56,1702,77,766,71,4,192,1,0
99,408,3884459,no,no,0,129,22,17,86,204,105,2826,131,1272,141,4,381,2,0
50,510,3583114,no,no,0,132,22,18,108,217,103,1961,126,882,11,5,297,1,0
105,415,3439654,no,no,0,101,17,14,48,159,119,2592,53,1166,122,2,329,1,0
113,415,4019909,no,yes,23,149,25,20,104,236,67,2018,76,908,95,5,257,4,0
111,415,4049978,no,yes,36,97,16,15,123,171,105,166,85,747,134,4,362,2,0
161,408,3978011,no,no,0,108,18,22,121,256,46,2472,131,1112,126,3,34,2,0
70,415,3418719,no,no,0,233,40,26,95,303,111,2556,104,115,129,7,348,0,1
97,415,4081242,no,yes,43,121,21,22,105,260,115,2224,100,1001,83,5,224,3,0
130,510,4067726,no,no,0,124,21,23,70,271,99,2395,83,1078,35,6,95,0,0
92,415,3512773,no,no,0,158,27,25,101,299,100,2169,99,976,138,3,373,1,0
119,408,3686174,no,no,0,124,21,18,68,207,88,1574,93,708,148,1,4,0,0
115,415,3345029,no,no,0,286,49,17,125,206,74,1914,141,861,69,6,186,1,1
134,415,4131789,no,no,0,142,24,17,95,206,101,2185,60,983,88,6,238,0,0
127,408,4141246,no,yes,25,173,29,21,91,246,64,300,99,135,48,3,13,0,0
80,415,3304978,no,no,0,269,46,26,120,301,147,167,140,752,58,1,157,2,1
153,415,3861631,no,yes,31,219,37,11,130,134,103,1189,105,535,94,6,254,0,0
85,415,3631208,no,no,0,255,43,17,114,195,83,2766,78,1245,37,5,1,3,0
79,415,3345263,no,no,0,42,7,18,124,211,95,2379,55,1071,114,5,308,1,0
35,415,3614137,no,no,0,261,44,22,87,258,78,1313,123,591,58,2,157,1,0
120,408,3748187,no,yes,26,239,41,22,94,259,88,238,132,1071,77,3,208,0,0
68,510,3701525,no,no,0,227,39,14,94,168,129,1887,117,849,102,1,275,0,0
60,408,3553801,no,no,0,179,30,18,147,209,89,2482,98,1117,135,6,365,1,1
120,510,3925605,no,no,0,158,27,17,110,197,103,1549,132,697,10,5,27,1,0
71,510,3631366,no,yes,23,176,30,22,82,259,136,2684,154,1208,141,7,381,1,0
124,415,3585274,no,no,0,157,27,14,107,168,112,1888,102,85,88,3,238,3,0
23,510,3769607,no,no,0,113,19,14,74,169,95,2629,126,1183,69,2,186,1,1
225,415,3741213,no,no,0,183,31,21,142,247,63,218,103,981,88,2,238,1,0
181,415,4218537,yes,no,0,161,27,11,83,124,83,262,98,1179,141,3,381,0,1
63,415,3515576,no,no,0,143,24,18,92,208,102,2289,120,103,75,2,203,2,0
54,415,4077258,yes,no,0,191,32,22,108,260,108,1415,111,637,97,2,262,2,1
80,408,4054420,yes,yes,15,159,27,15,110,171,120,1412,82,635,119,5,321,1,0
118,408,3402855,yes,yes,39,154,26,10,106,123,111,1178,103,53,92,6,248,1,0
42,408,3428002,yes,no,0,181,31,15,127,175,94,1653,114,744,12,6,324,2,0
134,408,3556826,no,no,0,203,34,19,105,225,90,2539,108,1143,121,7,327,0,0
66,415,4023886,no,yes,35,191,32,22,100,261,93,2095,108,943,89,6,24,0,0
66,415,3365900,no,no,0,205,35,20,102,233,109,2599,95,117,92,6,248,2,0
127,415,3397684,no,yes,28,236,40,20,124,237,113,2412,127,1085,77,2,208,1,0
146,510,3902433,no,no,0,189,32,13,77,156,128,186,83,837,74,3,2,0,0
93,408,3607246,no,yes,42,167,28,23,101,273,84,171,106,769,115,1,311,1,0
77,415,3356508,no,no,0,245,42,22,87,254,83,2394,91,1077,75,4,203,0,1
111,415,3486720,no,no,0,133,23,19,125,221,67,1279,101,576,127,2,343,4,1
125,415,4066400,no,no,0,182,31,12,64,140,121,1716,96,772,116,7,313,2,0
115,510,3907370,no,yes,14,192,33,8,86,89,90,2294,120,1032,105,3,284,2,0
115,510,3905055,yes,no,0,122,21,19,110,220,100,1797,124,809,108,2,292,2,1
114,408,4057542,no,no,0,193,33,21,101,250,81,1333,79,6,96,2,259,2,0
106,415,3644927,no,no,0,159,27,19,112,220,114,2529,106,1138,91,3,246,0,0
118,415,3293458,no,yes,39,92,16,19,125,220,113,229,99,1031,127,8,343,2,0
59,510,3313842,no,no,0,154,26,17,92,206,88,1145,89,515,125,10,338,1,0
87,415,3434147,yes,yes,40,222,38,13,79,157,74,2224,124,1001,115,3,311,1,0
21,415,3352274,no,no,0,245,42,14,81,168,117,2815,87,1267,66,1,178,1,0
142,408,3433227,no,yes,24,240,41,24,103,286,65,2567,106,1155,95,4,257,0,0
62,415,3366907,no,no,0,172,29,20,132,231,100,2282,109,1027,11,5,297,0,0
149,415,3311391,no,no,0,243,41,21,83,245,97,2196,80,988,10,3,27,3,1
54,510,3601643,no,yes,39,118,20,14,82,159,60,2364,113,1064,113,10,305,2,0
112,510,4102518,no,no,0,175,30,22,127,259,71,1705,120,767,113,7,305,1,0
68,510,3444970,no,no,0,157,27,19,83,221,85,2189,129,985,12,7,324,1,0
201,415,4081486,no,yes,21,192,33,20,97,239,81,1161,125,522,151,3,408,1,0
88,510,3961648,no,no,0,218,37,14,76,169,60,1411,99,635,8,1,216,1,0
85,415,3912022,no,yes,29,145,25,12,97,140,102,1654,148,744,109,3,294,1,0
51,415,4206465,yes,no,0,154,26,20,108,233,85,2142,92,964,141,4,381,0,1
45,510,3982628,no,yes,29,136,23,19,104,223,101,2356,92,106,79,6,213,2,0
116,510,4095519,no,no,0,161,27,12,69,147,106,2878,144,1295,82,5,221,0,0
146,408,3918554,no,yes,31,203,34,21,91,241,108,1696,77,763,78,2,211,1,0
63,510,3951693,no,yes,34,152,26,19,119,227,91,1957,103,881,123,5,332,1,0
133,510,3933194,no,no,0,227,39,6,90,73,135,1143,99,514,47,7,127,0,0
125,408,3283402,no,no,0,192,33,17,115,206,108,2102,123,946,92,3,248,2,0
72,510,4114781,no,no,0,139,24,18,111,212,102,1795,91,808,108,3,292,1,0
130,408,4012581,no,no,0,127,22,18,102,207,107,2317,99,1043,61,6,165,0,0
97,415,3851214,no,no,0,169,29,22,87,259,105,2798,123,1259,73,4,197,1,0
54,415,3486853,no,no,0,287,49,19,73,223,108,2037,107,917,115,5,311,1,1
160,415,3418412,no,yes,29,165,28,22,121,263,108,1238,131,557,152,4,41,1,0
79,415,3308142,no,no,0,144,24,12,90,136,91,2124,129,956,13,4,351,1,0
92,415,3611404,no,yes,47,142,24,18,95,208,130,2036,95,916,102,11,275,0,0
59,415,3759671,no,no,0,204,35,21,65,247,123,2147,94,966,12,4,324,1,0
132,510,3721824,no,no,0,163,28,14,80,168,90,875,90,394,62,10,167,1,0
21,510,4083606,no,no,0,225,38,21,110,244,111,2212,93,995,107,4,289,0,0
93,415,3333595,no,no,0,176,30,17,103,200,130,2639,96,1188,85,6,23,2,0
147,415,3797009,no,yes,36,254,43,19,78,228,105,98,125,441,138,7,373,5,0
101,510,4114940,no,no,0,175,30,22,105,262,75,210,93,945,85,5,23,1,0
125,415,4097523,yes,no,0,187,32,14,118,161,111,2638,112,1187,96,2,259,0,1
63,415,4086725,no,no,0,212,36,20,84,231,137,2171,99,977,107,9,289,3,0
107,415,3502384,no,no,0,242,41,11,102,127,117,1856,92,835,117,6,316,0,0
110,408,3481706,no,no,0,196,33,17,103,200,123,1359,71,612,129,1,348,3,0
83,415,4156145,no,no,0,231,39,18,100,210,84,2174,106,978,124,2,335,3,0
117,408,3733731,no,no,0,162,27,17,104,196,119,2948,111,1327,138,2,373,1,0
124,415,3413349,no,no,0,194,33,20,103,241,116,2275,153,1024,119,5,321,0,0
115,510,3998859,no,no,0,110,19,19,148,224,87,2403,96,1081,154,8,416,3,0
156,408,3774518,yes,no,0,277,47,20,119,238,106,944,96,425,83,3,224,1,0
89,408,3411594,no,no,0,192,33,14,83,164,88,1697,138,764,61,3,165,0,0
72,415,4188770,no,no,0,198,34,18,147,217,121,1128,125,508,131,4,354,0,0
101,415,3329118,no,yes,42,209,36,14,82,160,74,1816,100,817,95,3,257,0,0
53,415,3861418,no,no,0,185,31,18,98,216,125,1411,116,635,184,3,497,2,0
116,408,3933535,no,no,0,168,29,12,119,142,123,1907,128,858,73,4,197,2,0
78,408,3289006,no,no,0,139,24,16,140,191,113,2865,125,1289,118,3,319,3,0
117,415,4022482,no,yes,17,221,38,14,82,168,100,2627,87,1182,44,4,119,0,0
56,510,4084865,no,no,0,122,21,14,84,165,115,2439,95,1098,89,2,24,1,0
123,408,3966247,no,yes,39,270,46,21,99,245,110,1089,113,49,154,7,416,1,0
127,408,3969462,no,no,0,140,24,20,94,241,112,1271,88,572,88,4,238,2,0
116,415,3969279,no,yes,23,253,43,12,78,139,121,2778,104,125,118,3,319,2,0
138,510,3638715,no,yes,26,184,31,20,83,241,93,1857,125,836,15,3,405,1,0
120,415,3561358,no,no,0,203,35,22,108,260,66,1159,103,522,78,2,211,3,0
102,408,3607839,no,no,0,201,34,13,106,153,127,1994,128,897,77,2,208,3,0
95,415,3648774,no,no,0,168,28,15,96,176,89,2509,113,1129,134,6,362,2,0
102,408,3485038,no,no,0,157,27,17,67,204,103,1419,72,639,99,2,267,2,0
89,415,3654728,no,yes,25,215,37,17,140,197,69,1621,117,729,106,10,286,1,0
50,408,3519037,no,no,0,302,51,14,82,167,118,722,89,325,105,6,284,1,0
93,415,3979184,no,yes,42,152,26,23,90,268,102,2669,130,1201,113,5,305,7,0
68,510,3984538,no,no,0,195,33,18,116,212,101,1384,134,623,151,11,408,1,0
70,408,3826827,no,no,0,209,35,23,97,276,83,1825,122,821,8,3,216,2,0
138,415,4081340,no,yes,29,190,32,19,87,223,123,2562,130,1153,142,6,383,0,0
141,415,3339511,no,yes,37,185,32,15,87,179,128,2183,107,982,8,3,216,4,0
112,415,3587379,no,yes,17,183,31,21,95,253,125,1567,95,705,97,3,262,0,0
117,510,3971766,yes,no,0,54,9,26,100,303,84,1718,84,773,86,2,232,1,1
1,408,3312144,no,yes,26,208,35,16,115,185,113,1777,144,8,81,9,219,1,0
70,415,3457014,no,no,0,230,39,7,110,78,87,2471,105,1112,132,4,356,1,0
87,510,3951898,no,yes,22,241,41,6,102,76,106,2246,115,1011,71,3,192,2,0
52,510,3738920,no,yes,21,196,33,9,119,106,95,1574,94,708,53,3,143,2,0
97,408,3738908,no,no,0,276,47,17,82,201,106,2313,73,1041,89,4,24,0,1
105,408,4151203,no,no,0,166,28,15,93,176,106,2435,55,1096,162,3,437,2,0
77,510,3697017,no,yes,28,136,23,21,117,245,102,2075,74,934,115,3,311,4,1
80,415,4208435,yes,no,0,189,32,19,122,223,92,269,116,1211,139,3,375,2,1
120,510,3952579,no,yes,43,178,30,15,117,175,70,1613,117,726,115,4,311,1,0
54,408,4057850,no,yes,39,144,24,18,73,210,117,1292,117,581,125,8,338,2,0
148,510,3947710,yes,no,0,148,25,14,138,160,123,1974,62,888,86,3,232,2,0
119,408,3424122,no,no,0,287,49,14,115,159,99,2168,86,976,139,1,375,2,1
162,408,3401876,no,yes,26,180,31,19,144,218,129,2123,105,955,93,8,251,1,1
85,510,3836095,no,no,0,166,28,16,96,190,141,144,116,648,109,3,294,5,1
101,510,4131061,no,yes,25,144,25,14,144,168,105,240,107,108,145,3,392,1,0
172,415,3435347,no,no,0,173,29,22,85,253,71,2216,113,997,59,6,159,0,0
80,415,3764861,no,no,0,200,34,14,138,167,91,2718,94,1223,55,4,149,1,0
67,510,4172265,no,no,0,109,19,12,134,142,76,912,86,41,109,5,294,2,0
86,408,4197415,no,no,0,172,29,26,106,302,44,1394,108,627,97,5,262,1,0
107,415,4072259,no,no,0,222,38,24,101,286,111,2494,117,1122,121,4,327,1,1
133,510,3332906,no,no,0,246,42,23,102,265,90,1117,103,503,112,7,302,0,0
116,510,3607477,no,no,0,165,28,23,110,271,103,2304,109,1037,8,3,216,0,0
63,408,3425243,no,no,0,212,36,23,107,272,77,2033,108,915,74,7,2,0,0
119,408,4173999,yes,yes,16,147,25,14,103,160,96,184,120,828,77,2,208,0,1
133,408,3791720,yes,no,0,255,43,21,103,252,80,1781,103,801,8,3,216,0,1
94,408,3683117,yes,no,0,170,29,23,113,272,94,1107,78,498,87,4,235,1,0
69,510,3525000,no,no,0,195,33,22,91,262,57,2038,90,917,114,5,308,0,0
146,408,4057676,no,no,0,149,25,16,83,187,130,1498,100,674,79,4,213,7,1
119,510,3612349,no,no,0,82,14,22,75,254,114,2131,125,959,89,1,24,2,1
142,408,3832901,yes,yes,25,191,32,13,109,150,120,2278,60,1025,98,3,265,0,0
123,408,3697049,no,no,0,207,35,19,115,224,86,1974,60,888,83,2,224,3,0
101,408,3875533,no,no,0,239,41,23,156,273,106,2782,93,1252,135,8,365,1,1
43,415,3623660,no,no,0,179,30,21,97,253,126,2275,114,1024,8,5,216,0,0
69,408,3573577,no,no,0,185,32,19,91,219,88,2436,107,1096,55,5,149,0,0
15,510,3943312,yes,no,0,141,24,11,80,124,76,3235,88,1456,81,3,219,2,0
107,510,3958330,no,yes,25,249,42,10,91,119,115,1943,83,874,12,1,324,1,0
67,510,3738895,no,no,0,153,26,21,131,252,107,1854,104,834,49,3,132,2,0
99,415,3864581,no,no,0,146,25,20,102,231,87,1815,86,817,114,7,308,1,0
46,415,3548191,no,no,0,164,28,17,116,196,153,2361,119,1062,81,1,219,1,0
55,408,3597562,yes,no,0,221,38,14,115,165,97,2354,117,1059,97,4,262,1,0
39,415,3594336,no,no,0,295,50,20,126,232,117,2044,123,92,115,2,311,1,1
92,510,3369901,no,no,0,140,24,15,98,175,143,2016,135,907,94,7,254,2,0
56,415,4063069,no,no,0,162,28,13,99,149,78,2555,115,115,148,1,4,4,1
76,415,3346519,no,no,0,273,46,20,97,236,95,2355,105,106,77,2,208,0,1
132,408,3618113,yes,yes,33,200,34,19,75,227,67,1988,91,895,129,3,348,2,0
140,510,3479769,no,yes,28,157,27,15,77,172,97,1845,94,83,111,9,3,1,0
51,510,3529130,yes,yes,12,136,23,17,60,201,134,1924,98,866,123,7,332,2,0
27,408,3784557,no,no,0,237,40,20,110,232,92,1647,85,741,127,6,343,1,0
224,510,3608919,no,no,0,111,19,15,133,175,66,2172,106,977,55,6,149,3,0
105,510,4054109,yes,yes,28,156,27,9,89,107,114,1677,95,755,147,3,397,0,1
117,408,3812498,no,no,0,191,32,24,93,283,56,848,118,382,12,4,324,2,0
91,415,3575696,no,no,0,153,26,12,123,141,127,1715,76,772,103,15,278,1,1
135,415,4122947,no,no,0,219,37,21,123,243,64,858,80,386,103,3,278,4,0
146,415,3633571,no,no,0,205,35,11,101,135,77,3105,83,1397,103,2,278,3,0
147,415,4055403,yes,no,0,225,38,16,111,185,98,1432,146,644,99,1,267,0,1
68,510,3309354,no,no,0,250,42,22,127,255,118,2732,98,1229,89,6,24,2,1
68,408,3967091,no,no,0,132,22,12,89,137,109,2563,107,1153,102,5,275,3,0
86,408,3983004,no,yes,21,198,34,14,99,166,100,208,120,936,101,9,273,0,0
131,415,4004020,no,no,0,167,28,18,129,210,107,2572,93,1157,99,5,267,1,0
86,415,3563448,no,yes,29,225,38,16,79,187,112,2811,112,1265,129,3,348,1,0
159,415,3352019,no,no,0,276,47,16,103,190,108,2239,93,1008,74,5,2,2,1
134,415,3326633,no,yes,40,143,24,8,105,89,61,290,96,1305,108,6,292,1,0
113,510,3597648,no,no,0,207,35,22,113,256,80,211,87,949,99,1,267,1,0
132,408,4129190,no,no,0,206,35,18,100,211,118,1962,122,883,102,6,275,1,0
85,415,3689007,no,no,0,210,36,17,66,196,76,2216,82,997,112,7,302,1,0
93,510,3845632,yes,yes,38,226,38,10,117,120,122,1932,125,869,14,7,378,1,1
174,408,3526068,no,yes,33,168,29,17,91,205,91,130,132,585,145,4,392,4,1
61,415,3439645,no,no,0,198,34,13,118,152,96,221,93,995,7,3,189,2,0
91,415,3847873,no,yes,39,170,29,6,105,65,116,1444,92,65,109,4,294,1,0
88,408,3962187,no,yes,28,191,32,20,104,237,105,2116,116,952,98,1,265,2,0
88,408,3835109,no,yes,45,80,14,13,140,153,101,3092,123,1391,128,3,346,2,0
195,415,3777843,no,yes,36,232,39,19,110,225,88,2017,89,908,121,2,327,0,0
182,415,3827999,no,no,0,69,12,20,114,230,109,2567,96,1155,65,4,176,0,0
118,408,3281222,no,no,0,189,32,18,60,217,64,2201,100,99,82,7,221,4,0
103,408,3711727,no,no,0,151,26,14,125,169,126,2212,104,995,104,8,281,8,1
65,510,3698871,no,no,0,192,33,12,89,140,88,1874,102,843,55,4,149,2,0
61,408,3359726,no,yes,25,164,28,10,78,113,112,1341,118,603,99,3,267,3,0
172,415,3573709,no,no,0,212,36,17,100,199,101,3017,136,1358,65,9,176,1,0
72,415,4229964,no,no,0,176,30,11,103,132,120,2429,96,1093,118,3,319,1,0
113,510,3669211,no,no,0,150,26,17,120,200,85,2667,105,12,11,3,297,2,0
177,408,3849033,no,no,0,190,32,15,99,176,117,2259,112,1017,142,2,383,1,0
100,408,3824932,no,no,0,71,12,18,94,216,102,2308,125,1039,95,1,257,6,1
67,415,4047518,no,no,0,216,37,16,102,191,95,2145,106,965,86,6,232,1,0
136,415,3531954,no,no,0,102,17,17,105,203,99,1362,119,613,94,6,254,3,0
71,415,3917166,no,no,0,258,44,11,132,127,119,1824,87,821,97,8,262,4,0
134,408,3709000,no,no,0,242,41,13,126,153,115,3183,115,1432,118,6,319,1,0
124,415,3323642,no,no,0,132,22,24,82,284,119,3055,101,1375,113,2,305,1,0
84,415,4123898,no,no,0,190,32,17,102,198,141,2475,102,1114,98,6,265,2,0
39,408,3665640,no,no,0,154,26,17,104,204,112,1962,92,883,98,4,265,2,0
110,510,3562302,no,no,0,188,32,8,127,91,118,1503,64,676,153,3,413,3,0
102,510,3459018,no,no,0,103,18,23,70,275,129,1411,92,635,112,5,302,1,0
70,415,3656205,no,no,0,175,30,14,130,160,130,2606,96,1173,116,4,313,0,0
142,415,3371151,no,no,0,145,25,18,93,209,98,214,96,963,109,1,294,1,0
81,510,3744664,yes,no,0,251,43,16,85,188,50,1203,131,541,78,5,211,1,0
17,415,3969656,no,no,0,162,27,18,123,214,81,315,106,1418,86,5,232,1,0
119,408,3775043,no,no,0,260,44,22,101,257,68,2291,89,1031,10,2,27,1,1
105,415,4017359,no,no,0,281,48,26,124,302,96,2028,109,913,87,3,235,0,1
108,415,3752184,yes,yes,42,130,22,14,90,167,128,2447,80,1101,136,5,367,3,1
90,415,3676005,no,no,0,102,17,10,118,113,134,1886,105,849,114,3,308,2,0
100,415,3642166,no,yes,33,219,37,13,104,155,144,99,117,446,121,4,327,1,0
155,408,4144741,no,yes,30,129,22,16,86,188,91,2544,85,1145,68,6,184,1,0
113,510,4039719,no,no,0,129,22,19,100,227,67,1781,135,801,92,4,248,2,1
123,415,3718452,no,no,0,172,29,14,92,163,76,2503,101,1126,87,4,235,1,0
145,408,3926239,no,no,0,199,34,11,124,126,86,2892,135,1301,76,3,205,1,0
42,415,4105250,no,no,0,185,31,17,98,201,93,2792,91,1256,88,3,238,2,0
125,510,3361574,no,no,0,169,29,15,99,176,107,2433,92,1095,109,7,294,0,0
131,415,4068324,no,yes,30,174,30,17,118,205,81,2182,90,982,67,3,181,1,0
107,415,4117110,no,no,0,230,39,22,65,257,80,1073,88,483,85,3,23,1,0
48,408,3419907,no,no,0,198,34,17,73,203,115,1464,73,659,51,5,138,1,0
76,510,4008952,no,no,0,186,32,18,96,212,100,2306,100,1038,8,4,216,0,0
128,415,3339266,no,no,0,149,25,21,105,243,106,2552,114,1148,68,2,184,1,0
73,415,4194894,no,no,0,157,27,23,109,269,83,1815,91,817,10,8,27,0,0
52,415,3649904,no,no,0,155,26,11,110,133,104,1761,84,792,7,4,189,4,1
126,415,3943048,yes,yes,26,129,22,15,123,177,114,1545,102,695,96,7,259,1,0
124,415,3526265,no,no,0,189,32,15,77,182,123,2182,127,982,61,6,165,1,0
137,408,3573187,no,no,0,209,36,19,120,225,100,2216,130,997,111,5,3,0,0
71,510,3738483,no,no,0,238,40,24,82,279,94,1931,134,869,118,10,319,0,1
139,415,3759930,no,no,0,211,36,18,103,207,108,1939,70,873,56,4,151,0,0
107,510,3526282,no,yes,30,199,34,18,87,207,90,1598,76,719,126,4,34,3,0
147,408,3962945,no,no,0,213,36,17,79,204,91,1562,113,703,102,2,275,1,0
116,510,4123527,no,no,0,137,23,10,126,120,94,1303,64,586,124,2,335,3,0
60,510,3284231,no,yes,31,192,33,23,75,268,135,2005,62,902,128,3,346,2,0
38,510,4139055,no,no,0,149,25,4,92,49,78,1633,93,735,139,11,375,0,0
63,408,3638755,no,no,0,117,20,21,118,250,90,1622,84,73,111,4,3,3,0
94,415,3888891,no,no,0,108,18,21,79,242,152,2521,92,1134,104,3,281,3,0
131,415,3601776,no,no,0,113,19,17,133,199,116,1427,105,642,101,5,273,0,0
158,510,4113578,no,no,0,176,30,16,105,188,88,1883,98,847,11,6,297,1,0
139,510,3997268,no,no,0,237,40,14,109,170,107,2123,118,955,111,2,3,1,1
77,415,3501532,no,no,0,169,29,16,102,185,144,2343,89,1054,2,7,54,1,0
140,415,3592197,no,no,0,130,22,21,79,246,99,1721,124,774,94,10,254,3,0
72,408,4079290,no,no,0,177,30,16,97,185,105,1741,94,783,8,6,216,1,0
52,510,3586672,no,yes,20,133,23,16,63,184,123,2729,107,1228,135,2,365,1,0
103,510,3934621,no,no,0,168,29,18,121,213,123,2082,73,937,13,3,351,5,0
74,415,3367357,no,yes,32,175,30,26,107,311,115,2347,92,1056,9,4,243,1,0
124,415,3511466,no,no,0,150,26,22,101,256,112,1367,62,615,125,4,338,2,0
85,510,3946668,no,yes,21,283,48,20,110,240,108,1495,80,673,63,1,17,5,0
113,408,4032673,no,yes,20,158,27,14,83,162,56,2715,100,1222,87,2,235,5,1
71,408,3551735,no,no,0,141,24,13,132,149,90,1714,72,771,7,2,189,2,0
177,415,4167679,no,yes,27,230,39,17,106,196,78,2154,108,969,104,2,281,1,0
